id_department,department
7,ALUMINÉ
14,AÑELO
28,COLLÓN CURÁ
35,CONFLUENCIA
42,CHOS MALAL
49,HUILICHES
56,LÁCAR
63,LONCOPUÉ
70,LOS LAGOS
77,MINAS
84,ÑORQUÍN
91,PEHUENCHES
98,PICÚN LEUFÚ
105,PICUNCHES
112,ZAPALA
113,ZAPALA
