id_department,department
7,ALBARDÓN
21,CALINGASTA
28,CAPITAL
35,CAUCETE
42,CHIMBAS
49,IGLESIA
56,JÁCHAL
63,9 DE JULIO
70,POCITO
77,RAWSON
84,RIVADAVIA
91,SAN MARTÍN
98,SANTA LUCÍA
105,SARMIENTO
112,ULLÚM
119,VALLE FÉRTIL
126,25 DE MAYO
133,ZONDA
