id_department,department
7,ALMIRANTE BROWN
14,BERMEJO
21,COMANDANTE FERNÁNDEZ
28,CHACABUCO
36,12 DE OCTUBRE
39,2 DE ABRIL
43,FRAY JUSTO SANTA MARÍA DE ORO
49,GENERAL BELGRANO
56,GENERAL DONOVAN
63,GENERAL GÜEMES
70,INDEPENDENCIA
77,LIBERTAD
84,LIBERTADOR GENERAL SAN MARTÍN
91,MAIPÚ
98,MAYOR LUIS J. FONTANA
105,9 DE JULIO
112,O'HIGGINS
119,PRESIDENCIA DE LA PLAZA
126,1º DE MAYO
133,QUITILIPI
140,SAN FERNANDO
147,SAN LORENZO
154,SARGENTO CABRAL
168,25 DE MAYO
