id_department,department
7,ADOLFO ALSINA
14,AVELLANEDA
21,BARILOCHE
28,CONESA
42,GENERAL ROCA
63,PICHI MAHUIDA
77,SAN ANTONIO
84,VALCHETA
91,25 DE MAYO
