id_department,department
7,BELLA VISTA
14,BERÓN DE ASTRADA
21,CAPITAL
28,CONCEPCIÓN
35,CURUZÚ CUATIÁ
42,EMPEDRADO
49,ESQUINA
56,GENERAL ALVEAR
63,GENERAL PAZ
70,GOYA
77,ITATÍ
84,ITUZAINGÓ
91,LAVALLE
98,MBURUCUYÁ
105,MERCEDES
112,MONTE CASEROS
119,PASO DE LOS LIBRES
126,SALADAS
133,SAN COSME
140,SAN LUIS DEL PALMAR
147,SAN MARTÍN
154,SAN MIGUEL
161,SAN ROQUE
168,SANTO TOMÉ
175,SAUCE
