id_department,department
7,ATREUCÓ
14,CALEU CALEU
21,CAPITAL
28,CATRILÓ
35,CONHELO
49,CHALILEO
56,CHAPALEUFÚ
70,GUATRACHÉ
77,HUCAL
98,LOVENTUÉ
105,MARACÓ
112,PUELÉN
119,QUEMÚ QUEMÚ
126,RANCUL
133,REALICÓ
140,TOAY
147,TRENEL
154,UTRACÁN
