id_location,location
38014230,ESTACION PERICO
38021260,ARENAL BARROSO
38007020000,ABRA PAMPA
38014040000,EL CARMEN
38014070000,MONTERRICO
38014090000,PERICO
38021060000,SAN SALVADOR DE JUJUY
38028040000,HUMAHUACA
38035030000,CAIMANCITO
38035060000,FRAILE PINTADO
38035080000,LIBERTADOR GENERAL SAN MARTIN
38035110000,YUTO
38042040001,PALPALA
38042040002,RIO BLANCO
38063090000,LA MENDIETA
38063180000,SAN PEDRO
38094050000,TILCARA
38112050000,LA QUIACA
