id_department,department
7,ARAUCO
14,CAPITAL
21,CASTRO BARROS
28,CORONEL FELIPE VARELA
35,CHAMICAL
42,CHILECITO
49,FAMATINA
63,GENERAL BELGRANO
84,GENERAL OCAMPO
91,GENERAL SAN MARTÍN
112,ROSARIO VERA PEÑALOZA
119,SAN BLAS DE LOS SAUCES
126,SANAGASTA
