id_department,department
7,ANTA
14,CACHI
21,CAFAYATE
28,CAPITAL
35,CERRILLOS
42,CHICOANA
49,GENERAL GÜEMES
56,GRL. JOSÉ DE SAN MARTÍN
77,LA CALDERA
84,LA CANDELARIA
98,LA VIÑA
112,METÁN
126,ORÁN
140,ROSARIO DE LA FRONTERA
147,ROSARIO DE LERMA
