id_department,department
7,CALAMUCHITA
14,CAPITAL
21,COLÓN
28,CRUZ DEL EJE
35,GENERAL ROCA
42,GENERAL SAN MARTÍN
49,ISCHILÍN
56,JUÁREZ CELMAN
63,MARCOS JUÁREZ
70,MINAS
84,PRESIDENTE ROQUE SÁENZ PEÑA
91,PUNILLA
98,RÍO CUARTO
105,RÍO PRIMERO
112,RÍO SECO
119,RÍO SEGUNDO
126,SAN ALBERTO
133,SAN JAVIER
140,SAN JUSTO
147,SANTA MARÍA
154,SOBREMONTE
161,TERCERO ARRIBA
168,TOTORAL
175,TULUMBA
182,UNIÓN
