id_department,department
7,AMBATO
14,ANCASTI
21,ANDALGALÁ
35,BELÉN
42,CAPAYÁN
49,CAPITAL
56,EL ALTO
63,FRAY MAMERTO ESQUIÚ
70,LA PAZ
77,PACLÍN
84,POMÁN
91,SANTA MARÍA
98,SANTA ROSA
105,TINOGASTA
112,VALLE VIEJO
