id_department,department
7,APÓSTOLES
14,CAINGUÁS
21,CANDELARIA
28,CAPITAL
35,CONCEPCIÓN
42,ELDORADO
49,GENERAL MANUEL BELGRANO
56,GUARANÍ
63,IGUAZÚ
70,LEANDRO N. ALEM
77,LIBERTADOR GRL. SAN MARTÍN
84,MONTECARLO
91,OBERÁ
98,SAN IGNACIO
105,SAN JAVIER
112,SAN PEDRO
119,25 DE MAYO
