,id,name,id_province,province,id_department,department,id_location,location,postal_code,adress,webpage
10996,70740352380619,SALTA,74,SAN LUIS,35,GENERAL PEDERNERA,74035070000,VILLA MERCEDES,5730,SALTA  243,
11003,70740352380598,S.T.I.A. I,74,SAN LUIS,35,GENERAL PEDERNERA,74035070000,VILLA MERCEDES,5730,Avenida Mitre Nº 1167,
11021,70740212380593,MARIA AUXILIADORA,74,SAN LUIS,21,CORONEL PRINGLES,74021030000,FRAGA,5736,RUTA NACIONAL Nº 7 KM 730,
11022,70740352380596,QUINTANA DEL CENTRO,74,SAN LUIS,35,GENERAL PEDERNERA,74035070000,VILLA MERCEDES,5730,LAVALLE Nº 424,
11043,70740562380620,BRUGNARO ROMERO II,74,SAN LUIS,56,LA CAPITAL,74056120000,POTRERO DE LOS FUNES,5701,Avenida del Circuito y Las Margaritas,
11065,70740352380595,LA BOTICA,74,SAN LUIS,35,GENERAL PEDERNERA,74035070000,VILLA MERCEDES,5730,"MZNA 6047 CASA 23, BARRIO JARDÍN DEL SUR",
11160,70740422380615,BLANCO,74,SAN LUIS,42,GOBERNADOR DUPUY,74042020000,ARIZONA,6389,MANUEL BELGRANO ENTRE 9 DE JULIO Y 25 DE MAYO,
11174,70740352380592,SAGRADO CORAZON,74,SAN LUIS,35,GENERAL PEDERNERA,74035030000,JUSTO DARACT,5738,PRINGLES Nº 156,
11175,70740352380594,TORRES,74,SAN LUIS,35,GENERAL PEDERNERA,74035030000,JUSTO DARACT,5738,HIPOLITO IRIGOYEN Y SAN MARTIN,
11177,70740352380616,ECONOMED XIV,74,SAN LUIS,35,GENERAL PEDERNERA,74035070000,VILLA MERCEDES,5730,HIPOLITO IRIGOYEN 10,
11395,70740352380610,NAMUNCURA,74,SAN LUIS,35,GENERAL PEDERNERA,74035030000,JUSTO DARACT,5738,H.YRIGOYEN 401,
11396,70740352380612,LUJAN,74,SAN LUIS,35,GENERAL PEDERNERA,74035030000,JUSTO DARACT,5738,LIBERTAD 186,
11425,70740352380618,MADRE CABRINI,74,SAN LUIS,35,GENERAL PEDERNERA,74035070000,VILLA MERCEDES,5730,GENERAL PAZ Nº 1504,
11453,70740422380611,BUSSO,74,SAN LUIS,42,GOBERNADOR DUPUY,74042050000,BUENA ESPERANZA,6277,PRINGLES S/N,
11755,70740422380589,GUZMAN,74,SAN LUIS,42,GOBERNADOR DUPUY,74042140000,UNION,6216,AVENIDA WUST Nº 455,
11846,70740562380675,LA 3º ROTONDA,74,SAN LUIS,56,LA CAPITAL,74056150000,SAN LUIS,5700,LA PUNILLA Y CASA DE PIEDRA,
11849,70740562380744,CASEROS EXPRESS,74,SAN LUIS,56,LA CAPITAL,74056150000,SAN LUIS,5700,Caseros 1139,
12253,70740492380674,PARAVATI II,74,SAN LUIS,49,JUNÍN,74049060000,MERLO,5881,Poeta Agüero 323,
12481,70740562380678,SERRANA,74,SAN LUIS,56,LA CAPITAL,74056105000,CIUDAD DE LA PUNTA,5750,Bº El Rosedal Mza 4  casa 5,
12706,70740562380758,DIVINO NIÑO PLAZA,74,SAN LUIS,56,LA CAPITAL,74056105000,CIUDAD DE LA PUNTA,5710,B° El Paraiso - modulo 3 manzana 47 casa 11,
12739,70740562980853,EL BOTICARIO,74,SAN LUIS,56,LA CAPITAL,74056150000,SAN LUIS,5700,Ayacucho 719,
12742,70740562380750,FENIX OESTE,74,SAN LUIS,56,LA CAPITAL,74056150000,SAN LUIS,5700,B° Amaro Burgos Manzana B  Casa 14,
12748,70740562380815,QUINTANA DE LA PUNTA,74,SAN LUIS,56,LA CAPITAL,74056105000,CIUDAD DE LA PUNTA,5710,MANZANA 141 PARCELA 3,
12819,70740562380854,SANTA ELENA,74,SAN LUIS,56,LA CAPITAL,74056150000,SAN LUIS,5700,San Martín 1399,
12884,70740562380756,DEL SUR,74,SAN LUIS,56,LA CAPITAL,74056150000,SAN LUIS,5700,"B° Serranias Puntanas m 4, casa 11",
12965,70740352380851,ESSENCIA I,74,SAN LUIS,35,GENERAL PEDERNERA,74035070000,VILLA MERCEDES,5730,PRINGLES 798,
12980,70740562380860,DOC.,74,SAN LUIS,56,LA CAPITAL,74056150000,SAN LUIS,5700,General Paz 788,
12986,70740492380861,QUINTANA DEL VALLE,74,SAN LUIS,49,JUNÍN,74049060000,MERLO,5881,Los Almendros 260,
12993,70740352180857,GRASSI,74,SAN LUIS,35,GENERAL PEDERNERA,74035070000,VILLA MERCEDES,5730,BALCARCE  399,
12997,70740562980862,SANTA TERESA,74,SAN LUIS,56,LA CAPITAL,74056150000,SAN LUIS,5700,ALMIRANTE BROWN 786,
13025,70740492380867,EL TREBOL,74,SAN LUIS,49,JUNÍN,74049010000,CARPINTERIA,5883,AVENIDA BELGRANO S/N ESQUINA MANUEL ZALAZAR,
13117,70740562380885,LOS ALAMOS BOLIVAR,74,SAN LUIS,56,LA CAPITAL,74056150000,SAN LUIS,5700,BOLIVAR 1259,
13118,70740562780886,PROFE INCLUIR SALUD,74,SAN LUIS,56,LA CAPITAL,74056150000,SAN LUIS,5700,AYACUCHO 945,
13119,70740562180887,FARMACIA DOSEP,74,SAN LUIS,56,LA CAPITAL,74056150000,SAN LUIS,5700,CHACABUCO 438 - 490,
13194,70740562380913,SAN EXPEDITO,74,SAN LUIS,56,LA CAPITAL,74056105000,CIUDAD DE LA PUNTA,5710,"Boulevard Carolina Tobar García - Bateria Comercial D, Local 2 - Licitacion 22",
13535,70740352380909,FRANA,74,SAN LUIS,35,GENERAL PEDERNERA,74035070000,VILLA MERCEDES,5730,Amaro Galan 481,
13551,70740562880989,FEMESA,74,SAN LUIS,56,LA CAPITAL,74056150000,SAN LUIS,5700,COLON N° 1341,
13572,70740352380984,NATURELLA,74,SAN LUIS,35,GENERAL PEDERNERA,74035080002,5TA BRIGADA,5730,PUEYRREDON 465,
13579,70740352380983,SMATA,74,SAN LUIS,35,GENERAL PEDERNERA,74035080002,5TA BRIGADA,5730,LAVALLE 490,
13583,70740562380991,EL VOLCAN,74,SAN LUIS,56,LA CAPITAL,74056080000,EL VOLCAN,5701,AVENIDA PRINGLES 2213,
13584,70740562380992,DEL BOSQUE,74,SAN LUIS,56,LA CAPITAL,74056150000,SAN LUIS,5700,SALVADOR SEGADO Y RUTA 3 LOCAL 6,
13586,70740492380995,NUESTRA SEÑORA DE GUADALUPE,74,SAN LUIS,49,JUNÍN,74049060000,MERLO,5881,PRESBITERO BECERRA 724,
13587,70740562380997,SANTA ISABEL,74,SAN LUIS,56,LA CAPITAL,74056100003,EL CHORRILLO,5701,AVENIDA VIENTO CHORRILLERO 3398,
13589,70740562380990,LAS LOMAS,74,SAN LUIS,56,LA CAPITAL,74056150000,SAN LUIS,5700,B° 164 VIV - M 289 - C 23,
13594,70740562380981,RIVADAVIA,74,SAN LUIS,56,LA CAPITAL,74056150000,SAN LUIS,5700,Caidos en Malvinas N°,
13613,70740562380988,PILAR II,74,SAN LUIS,56,LA CAPITAL,74056150000,SAN LUIS,5700,AVENIDA CENTENARIO ESQUINA  VILLA ELENA,
13615,70740562380993,LOS CONDORES,74,SAN LUIS,56,LA CAPITAL,74056120000,POTRERO DE LOS FUNES,5701,LOS PARAÍSOS Y LOS MEMBRILLOS,
13619,70740352380982,GRASSI SUC I,74,SAN LUIS,35,GENERAL PEDERNERA,74035080002,5TA BRIGADA,5730,AVENIDA MITRE 600,
13620,70740492380949,CURI I,74,SAN LUIS,49,JUNÍN,74049070000,SANTA ROSA DEL CONLARA,5777,San Martín N° 798,
13646,70740562381009,SANTA LUCIA,74,SAN LUIS,56,LA CAPITAL,74056105000,CIUDAD DE LA PUNTA,5710,Av. Serrana - manzana 140 parcela 3,
