id,name,id_location,id_department,postal_code,adress
70820842387743,DURINI,82084270000,84,2000,PASO JUAN JOSE 1602
70820842387744,DEL BARCO,82084270000,84,2000,JUNIN 1298
70820842387745,DE LA PLAZA,82084270000,84,2000,LAPRIDA NARCISO 772
70820842387746,DORREGO,82084270000,84,2000,MENDOZA AV 1903
70820842387747,DUFOUR,82084270000,84,2000,MENDOZA AV 2839
70820842387748,DESANA,82084270000,84,2000,MITRE BARTOLOME 2078
70820842387749,DESMEDT,82084270000,84,2000,NICARAGUA BIS 671
70820842387750,DEL SOL,82084270000,84,2000,PARAGUAY 952
70820842387751,DEL SUR,82084270000,84,2000,PARAGUAY 6220
70820842387752,DI MONACO,82084270000,84,2000,ROCA JULIO ARGENTINO PTE 1462
70820842387753,DEL AGUILA,82084270000,84,2000,RIOJA 883
70820842387754,DADAMO,82084270000,84,2000,RUEDA MIGUEL DR 1851
70820842387755,DI SIMONE,82084270000,84,2000,TARRAGONA BIS 1228
70820842387756,EDGARDO YAFFE,82084270000,84,2000,1 DE MAYO 908
70820842387757,EL TREBOL,82084270000,84,2000,BRASIL 2196
70820842387758,EXPRESS,82084270000,84,2000,RONDEAU BV 4147
70820842387759,ENTRE ROS,82084270000,84,2000,ENTRE RIOS 1916
70820842387760,EUROPEA,82084270000,84,2000,ENTRE RIOS 401
