id_department,department
7,BIEDMA
14,CUSHAMEN
21,ESCALANTE
28,FLORENTINO AMEGHINO
35,FUTALEUFÚ
42,GAIMAN
56,LANGUIÑEO
63,MÁRTIRES
77,RAWSON
84,RÍO SENGUER
91,SARMIENTO
98,TEHUELCHES
