id_department,department
14,ALBERDI
21,ATAMISQUI
28,AVELLANEDA
35,BANDA
42,BELGRANO
49,CAPITAL
56,COPO
63,CHOYA
70,FIGUEROA
77,GENERAL TABOADA
84,GUASAYÁN
98,JUAN F. IBARRA
105,LORETO
119,MORENO
126,OJO DE AGUA
140,QUEBRACHOS
147,RÍO HONDO
154,RIVADAVIA
161,ROBLES
168,SALAVINA
175,SAN MARTÍN
182,SARMIENTO
