id_location,location
6644010003,PINAMAR
6644010004,VALERIA DEL MAR
6648010002,GUERNICA
6651020000,BORDENAVE
6651030000,DARREGUEIRA
6651040000,17 DE AGOSTO
6651060000,FELIPE SOLA
6651080000,PUAN
6651110000,VILLA IRIS
6655050000,VERONICA
6658010001,BERNAL
6658010002,BERNAL OESTE
6658010003,DON BOSCO
6658010004,EZPELETA
6658010005,EZPELETA OESTE
6658010006,QUILMES
6658010007,QUILMES OESTE
6658010008,SAN FRANCISCO SOLANO
6658010009,VILLA LA FLORIDA
6665030000,PEREZ MILLAN
6665040000,RAMALLO
6665050000,VILLA GENERAL SAVIO
6672010000,RAUCH
6679010000,AMERICA
6679020000,FORTIN OLAVARRIA
6679030000,GONZALEZ MORENO
6686020000,LAS CARABELAS
6686040000,RAFAEL OBLIGADO
6686060000,ROJAS
6693020000,ROQUE PEREZ
6700010000,ARROYO CORTO
6700060000,PIGUE
6700070000,SAAVEDRA
6707000003,BLAQUIER
6707040000,DEL CARRIL
6707060000,SALADILLO
6714010000,ARROYO DULCE
6714030000,GAHAN
6714040000,INES INDART
6714060000,SALTO
6721010000,QUENUMA
6721020000,SALLIQUELO
6728040000,SAN ANDRES DE GILES
6735020000,SAN ANTONIO DE ARECO
6742030000,SAN CAYETANO
6749010001,SAN FERNANDO
6749010002,VICTORIA
6749010003,VIRREYES
6756010001,ACASSUSO
6756010002,BECCAR
6756010003,BOULOGNE SUR MER
6756010004,MARTINEZ
6756010005,SAN ISIDRO
6756010006,VILLA ADELINA
6760010001,BELLA VISTA
6760010002,CAMPO DE MAYO
6760010003,MUÑIZ
6760010004,SAN MIGUEL
6763010000,CONESA
6763030000,GENERAL ROJO
6763040001,LA EMILIA
6763050001,CAMPOS SALLES
6763050002,SAN NICOLAS DE LOS ARROYOS
6770010000,GOBERNADOR CASTRO
6770040000,RIO TALA
6770050000,SAN PEDRO
6770060000,SANTA LUCIA
6778020001,ALEJANDRO KORN
6778020002,SAN VICENTE
6778020003,DOMSELAAR
6784020000,SUIPACHA
6791050000,TANDIL
6798020000,TAPALQUE
6805010001,BENAVIDEZ
6805010002,DIQUE LUJAN
6805010003,DON TORCUATO ESTE
6805010004,DON TORCUATO OESTE
6805010005,EL TALAR
6805010006,GENERAL PACHECO
6805010007,LOS TRONCOS DEL TALAR
6805010009,RINCON DE MILBERG
6805010010,TIGRE
6819020000,SALDUNGARAY
6819030000,SIERRA DE LA VENTANA
6819040000,TORNQUIST
6819070000,VILLA VENTANA
6826010000,BERUTTI
6826040000,30 DE AGOSTO
6826050000,TRENQUE LAUQUEN
6833020001,CLAROMECO
6833030000,COPETONAS
6833060000,ORENSE
6833080000,SAN FRANCISCO DE BELLOCQ
6833100000,TRES ARROYOS
6840010001,CASEROS
6840010004,CIUDADELA
6840010006,JOSE INGENIEROS
6840010007,LOMA HERMOSA
6840010008,MARTIN CORONADO
6840010012,SAENZ PEÑA
6840010013,SANTOS LUGARES
6840010014,VILLA BOSCH (EST. JUAN MARIA BOSCH)
6847020000,TRES LOMAS
6854020000,DEL VALLE
6854040000,GOBERNADOR UGARTE
6854060000,NORBERTO DE LA RIESTRA
6854070000,PEDERNALES
6854090000,VALDES
6854100000,25 DE MAYO
6861010001,CARAPACHAY
6861010002,FLORIDA
6861010004,LA LUCILA
6861010005,MUNRO
6861010006,OLIVOS
6861010007,VICENTE LOPEZ
6861010008,VILLA ADELINA
6861010009,VILLA MARTELLI
6868020000,VILLA GESELL
6875030000,HILARIO ASCASUBI
6875040000,JUAN COUSTE
6875050000,MAYOR BURATOVICH
6875060002,MEDANOS
6875070000,PEDRO LURO
6882040000,LIMA
6882050000,ZARATE
