id_location,location
78021140,RÍO TURBIO
78007010000,COMANDANTE LUIS PIEDRABUENA
78007020000,PUERTO SANTA CRUZ
78014010000,CALETA OLIVIA
78014020000,CAÑADON SECO
78014060000,LAS HERAS
78014070000,PICO TRUNCADO
78014080000,PUERTO DESEADO
78021040000,RIO GALLEGOS
78021060000,28 DE NOVIEMBRE
78021070000,YACIMIENTOS RIO TURBIO
78028010000,EL CALAFATE
78028020000,EL CHALTEN
78035010000,LOS ANTIGUOS
78035020000,PERITO MORENO
78042010000,PUERTO SAN JULIAN
78049020000,GOBERNADOR GREGORES
