id_department,department
8,COLÓN
15,CONCORDIA
21,DIAMANTE
28,FEDERACIÓN
35,FEDERAL
42,FELICIANO
49,GUALEGUAY
56,GUALEGUAYCHÚ
63,ISLAS DEL IBICUY
70,LA PAZ
77,NOGOYÁ
84,PARANÁ
88,SAN SALVADOR
91,TALA
98,URUGUAY
105,VICTORIA
113,VILLAGUAY
